,text,polarity
2200,i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,NEGATIVE
2201,i get through feeling weepy about it sometimes i get resentful about it,NEGATIVE
2205,i feel that the classroom is extremely dangerous,NEGATIVE
2206,i did restart my gallery but only because i was feeling very vain and gorgeous at the time,NEGATIVE
2207,i need to find a way to get over this yet i feel hopeless,NEGATIVE
2208,i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,NEGATIVE
2209,i read several pages and still feel unsure i feel i ve wasted my time and can t engage with the main argument,NEGATIVE
2210,i feel as though the rest of my year will be jaded due to my love for this first,NEGATIVE
2211,i am your friend then why do i sometime feel so insulted around you,NEGATIVE
2212,i feel more inhibited to practice during public sessions compared to the lessons but any ice time is good ice time,NEGATIVE
2213,i fall victim to feeling inadequate if i am anywhere short of perfection in what i set of my expectations or what i perceive are the expectations of others,NEGATIVE
2214,i can feel the tortured emo poetry coming on already,NEGATIVE
2217,im used to it but it still makes me feel empty,NEGATIVE
2218,im just feeling strangely indecisive and also because i dont really believe that,NEGATIVE
2219,i often times feel lost here because all our friends seem to leave us and move away,NEGATIVE
2220,i want to write that makes you feel the frantic induced nightlife of being on speed,NEGATIVE
2221,i love the long summer evenings where you can shoot into o clock and not feel as pressured as the short daylight hours winter provides,NEGATIVE
2222,i admit that with all the thoughts that go through my head i feel doubtful at times coz im scared,NEGATIVE
2223,i feel drained yet so excited for her and her new journey,NEGATIVE
2228,i feel terrible for having snapped at him,NEGATIVE
2229,i went to a lecture and once again it had been cancelled,NEGATIVE
2230,i feel that spitting on somebody is the most vicious kind of disrespect that you can do he said,NEGATIVE
2231,i truly feel i am irate,NEGATIVE
2235,i drank a cup of coffee i feel all nervous and weird now,NEGATIVE
2237,i focus on the injustice the anger rises and i feel frustrated because i know i cannot change things on my own,NEGATIVE
2238,i feel awful about not working this summer im finally going to be able to get some real rest and put my feet up,NEGATIVE
2239,i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night,NEGATIVE
2241,i really cant count the number of times i cried feeling overwhelmed by someones expression of concern or just by the very fact that they were thinking of me,NEGATIVE
2244,i like feeling devastated,NEGATIVE
2245,i struggled to come up with an interesting title for this blogpost but its about lipbalms and i feel most people would consider this to be a boring subje,NEGATIVE
2246,i was feeling very homesick and was a good reminder of how blessed i really am,NEGATIVE
2247,i realise im sounding surprisingly like every other person on this site i wish i liked mud wrestling or something a bit more outrageous i feel rather dull and dare i say average,NEGATIVE
2249,i feel ungrateful for complaining but i also feel cheated by sitting here quietly,NEGATIVE
2252,i was feeling and could answer all my stupid questions,NEGATIVE
2255,ive heard so how are you feeling so many times and discussed my uncertain future with so many people that the conversations are blending together,NEGATIVE
2258,we had come back from a programme and we were all three girls staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me,NEGATIVE
2259,i feel poisoned and tortured by this room,NEGATIVE
2261,i suck a lot at keeping the house clean and yet feel twitchy when its messy,NEGATIVE
2262,i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students,NEGATIVE
2263,i do not know how to feel my hearts aching sadness over the loss of those good and kind people and all the other connected losses a href http,NEGATIVE
2268,i must have been feeling a little cranky about the,NEGATIVE
2269,i get lucky often and most things work out for my benefit but at the same time i feel that i can accept being unfortunate once in a while,NEGATIVE
2273,i feel heartbroken mostly for my daughter and her having to adjust to a new daycare center,NEGATIVE
2276,i feel so bitchy talking about myself this way ahaha i sound less retarded telling this story in person i swear and said if i were a boy i would fall in love with you,NEGATIVE
2279,i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel,NEGATIVE
2280,i feel hateful to have given up my friendship with that woman and a couple of others for the same reasons to admit defeat and let my husband make me feel so insecure that i feel the need to avoid her cut her out of my life so that my securities is not challenged,NEGATIVE
2281,i feel dull and easily all of the difference of the rule absolutely no i just can t several it so this in turn quick easy casserole is fantastic relating to group meals local hall pitch ins picnics address luncheons etc,NEGATIVE
2283,i feel sorry seeing my parents,NEGATIVE
2286,i can honestly say that every good thing in my life right now is crashing down and i feel too stubborn to ask for help,NEGATIVE
2289,i thought i exhausted all emotions i held all the frustration and confusion and still here i am having so much more to give so much more to feel i look at this blank white piece of paper and i want to fill it with colours with motion but it still seems so blank,NEGATIVE
2293,i feel not heartless because my heart hurts so i still feel it i feel so much pain,NEGATIVE
2297,i feel rejected so i must not measure up,NEGATIVE
2298,i feel like my house is constantly dirty because i truly hate cleaning especially when i m tired,NEGATIVE
2300,i feel very agitated and sort of lost,NEGATIVE
2301,i was still having some contractions but i was feeling slightly defeated,NEGATIVE
2302,i know i feel personally offended by this on so many levels,NEGATIVE
2303,i highly doubt we would see a young jean and scott but considering this would be limited and no reason to have these actors in future movies since it has been announce that we are moving on to aoa in the next feature it feels like a missed opportunity,NEGATIVE
2308,i feel rejected by someone then what part of myself am i rejecting,NEGATIVE
2309,i feel very socially anxious around these ladies,NEGATIVE
2311,i am feeling very sentimental and i am going to miss college i am thrilled about this new upcoming adventure,NEGATIVE
2312,i do have a chinese mum a few chinese sisters spent two very important years of my life in china so when someone who knows all this has a conversation like the one below with me i feel pretty hopeless about the power of education,NEGATIVE
2313,i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,NEGATIVE
2314,i feel i m doing to my mom what i despised so much when it was done to me,NEGATIVE
2317,i feel so unimportant today,NEGATIVE
2318,i don t feel agitated some part of me thinks that i ve finally managed to keep my emotions in check,NEGATIVE
2319,i don t know about you but i m feeling pretty punished myself right about now,NEGATIVE
2320,i feel completely empty detached and depressed,NEGATIVE
2321,i havent been able to squeeze in a run for two weeks so i am feeling really cranky lethargic,NEGATIVE
2322,i think is i told my dad and now he feels skeptical about us,NEGATIVE
2323,i feel someone has been wronged when i feel i have been wronged or when i get riled up against an action i find offensive i unsheathe my sword and good lord you better look out,NEGATIVE
2324,i woke up emotionally drained and anxious and immediately my defenses rise and i feel irritated that this is my story my life,NEGATIVE
2326,i do think that men maybe feel that they expect to get rejected because at the same time men might act like they call the shots but women definetly do,NEGATIVE
2330,i thought about it later feeling anxious and worried,NEGATIVE
2332,i feel as one with the trail without being totally punished by it,NEGATIVE
2334,i feel like i was assaulted by a titanium hedgehog,NEGATIVE
2336,i hate feeling so despised and detested by someone who i truly care for and completely love,NEGATIVE
2338,i just feel discouraged,NEGATIVE
2339,i had thought but i feel scared and somewhat trepidatious nervous and sad,NEGATIVE
2340,im feeling shy im feeling mad im feeling sad,NEGATIVE
2341,i wasn t feeling insulted over its idiocy i felt supremely bored and actually wound up fastforwarding through a few scenes,NEGATIVE
2344,i must ask if my column makes you feel so hateful why do you keep logging on,NEGATIVE
2346,i dislike feeling needy,NEGATIVE
2348,i feel so unhappy even with it,NEGATIVE
2349,i feel like we rushed through this weekend,NEGATIVE
2350,i feel like i m being punished for all the years of weaning myself off of drama,NEGATIVE
2352,i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,NEGATIVE
2353,i need money cause i owe sooooo many people money and i cant pay them back without feeling guilty for taking money from dad,NEGATIVE
2354,i have simply not feel like learning those unimportant stuff,NEGATIVE
2355,i feel like i am not alone,NEGATIVE
2356,i can t help feeling jealous,NEGATIVE
2357,im feeling a bit gloomy today because of the weather and because ive got no money to get on the tube to go anywhere pretty like columbia road,NEGATIVE
2359,i could feel my tremors coming on and i started to get real shaky,NEGATIVE
2362,im feeling rotten just talking about it,NEGATIVE
2363,i mention this one doesn t feel fake,NEGATIVE
2365,i feel a bit annoyed and antsy in a good way,NEGATIVE
2367,i go out with friends but it feels inadequate,NEGATIVE
2369,i only know that i feel useless and it s a nasty feeling,NEGATIVE
2373,i feel so because i feel reluctant,NEGATIVE
2377,i feel very confused and cant stop myself from digging in a bit more,NEGATIVE
2379,i ate feeling hateful towards myself because of a number,NEGATIVE
2380,i am not sure if anyone at all can understand how i feel toward them but i almost feel like one of those troubled teens they often have on maury,NEGATIVE
2382,i was afraid of feeling helpless,NEGATIVE
2383,i didnt think i was angry but now that im typing away feeling my words evaporate into cyberspace i am very pissed that this is happening,NEGATIVE
2384,i go from your presence from praying for wisdom and patience and feel so instantly furious,NEGATIVE
2387,i feel jaded about stpm sigh,NEGATIVE
2388,i often find myself in a hostile environment my leaves feel damaged my blossoms die on the vine,NEGATIVE
2390,i feel homesick nostalgia canaglia,NEGATIVE
2394,i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,NEGATIVE
2395,i feel like i m running in circles and i m terrified,NEGATIVE
2396,i wasnt feeling at all irritated,NEGATIVE
2398,i guess im sad because i feel alone in this,NEGATIVE
2400,i feel at the person who broke in and stole my gift which represents a very nice memory and turning it into something not so nice,NEGATIVE
2401,i just feel like warner brothers fucked with the final edit and that an even better film will be arriving in director s cut format on blu ray,NEGATIVE
2402,im feeling a bit scared to consider putting myself out there by posting my work on a website frequented by professional artists but i decided to suck it up be a big girl and ask for feedback,NEGATIVE
2403,i do understand my mother and i feel bad that i cant help the way she wants me to because im still trying to help myself,NEGATIVE
2404,i wasnt supposed to be with n to just let it happen so i could feel the hurt and move on and be with who i was supposed to be with,NEGATIVE
2405,i suddenly feel the desire to press my face against the window and silently scream like a doomed urbanite in one of the myriad of disaster movies that always take place in new york,NEGATIVE
2406,i feel really disgusted with myself more than the pain and agony,NEGATIVE
2408,i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it,NEGATIVE
2409,i have also always been afraid of the cold pool but i realized that it actually doesn t feel cold after about laps,NEGATIVE
2410,i consider it a social and political duty to defend porn but as the world unravels around this company of sex industry workers i feel doomed is this the inevitable fate of porn personnel,NEGATIVE
2411,i want to give up feel distracted or just need to remind myself of what i am working towards,NEGATIVE
2413,i am feeling particularly disheartened and unmotivated today,NEGATIVE
2414,i started to feel uncomfortable buzzy short of breath and very mildly panicky,NEGATIVE
2415,i feel unprotected if i do though,NEGATIVE
2417,i know how you all feel my mil has hated me since day,NEGATIVE
2420,i get a little gripped about timing i feel frantic in my thoughts,NEGATIVE
2422,i took several deep breaths feeling the cold air burn its way into my lungs and exhaling little clouds of vapor,NEGATIVE
2425,i feel like i ve gone a bit dull and they all agree that s the beauty of real friends they tell you when you re being stupid,NEGATIVE
2429,i know i shouldn t be upset shouldn t feel this melancholy that is eating away at my insides leaving tears in my eyes and an ache in my heart,NEGATIVE
2430,i simply dont want to and it makes me so mad because i want to be able to share these things with you but i feel like were so emotionally far apart now and it makes me mad and makes me unable to go to you,NEGATIVE
2432,i was incredibly youthful in my employment in which i had been angry stay when i was feeling i had been offended simply because i wasnt the professional decided on,NEGATIVE
2434,i feel irritable and unfulfilled if i dont paint for several days,NEGATIVE
2439,i would have left that exam feeling humiliated and reevaluating everything i know about myself,NEGATIVE
2442,i picked up and moved to the czech republic by myself it was chris who sent me a care package with food and music to remind me of home when i was feeling my most homesick,NEGATIVE
2444,i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,NEGATIVE
2448,i am in an internet cafe with both kids because i feel neglectful of my blog but this is chaotic,NEGATIVE
2449,i quit i will screw over everyone in the frame shop which i wouldnt feel bad about besides british,NEGATIVE
2451,i never feel hesitant or timid,NEGATIVE
2453,i didnt know anyone but why did i feel helpless confused angry tired,NEGATIVE
2455,i was transferred to the operating bed i began to feel a little apprehensive,NEGATIVE
2456,i feel that i don t have anything to contribute to the conversation about books and that my writing is boring shallow bunk,NEGATIVE
2458,i feel so badly and i know they are suffering so for me to complain about the cold is nonsense i d gladly give them anything i could to help fix the problems there,NEGATIVE
2461,im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,NEGATIVE
2463,i feel bad enough now,NEGATIVE
2464,i leaned my head back and took a deep breath it s awful this feeling is awful it s making me sick,NEGATIVE
2465,i look at it like if someone doesnt like me or care about me in a way thats different than just friends i feel unimportant like no one cares about me,NEGATIVE
2466,i often feel real gloomy theres always another large government program on the horizon our freedoms are consistently contracted our wallets are pilfered for the benefit of fat cat corporate bankers and the public continues to vote in the politicians who steal from us every day,NEGATIVE
2467,i feel like they just feel guilty for treating me badly and i dont really want to go back as i wont get on the league proper anyway due to my inability to make every practice and service hours despite being a very good skater and having a good attitude toward the practices i can make,NEGATIVE
2468,i do feel a bit fearful that he might be feeling stressed to be drinking so much,NEGATIVE
2471,i do not want to accept that it s inevitable that we all become grumpy old men and women as we age and i do not want to accept that feeling irritated and annoyed by trivial little things is normal,NEGATIVE
2472,i answered feeling rather skeptical,NEGATIVE
2473,i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,NEGATIVE
2477,i really feel irritated with all these,NEGATIVE
2478,i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,NEGATIVE
2479,i was feeling a little disappointed in how little my hair had improved and the stickiness that was lingering,NEGATIVE
2480,im feeling a bit lonely without comments to respond to c,NEGATIVE
2481,i feel so lame complaining that for minutes i get some blurry vision and then have to take it easy the rest of the day,NEGATIVE
2482,i feel all rushed to get ready for tomorrow,NEGATIVE
2484,i remember feeling embarrassed that not only someone recognized me but called me such a name,NEGATIVE
2485,i sat with dave atell at first trying not to feel rude while the guys were eating,NEGATIVE
2487,i still did not really feel like myself and i kind of hated these pictures but i am soooo glad we took them,NEGATIVE
2488,i used to feel guilty about the large portion of my time and income devoted to various craft hobbies but eventually i realised that i am stress busting and its cheaper than therapy,NEGATIVE
2493,i just want to say all the things i want to say without feeling embarrassed or making other people upset,NEGATIVE
2495,i was already feeling exhausted and it was a matter of survival from that point onwards,NEGATIVE
2496,i feel the pain again until i came from school and its still aching,NEGATIVE
2498,i have these great feelings of fear and trepidation that these children will be abused because i know what the statistics are,NEGATIVE
2500,i feel we should not be threatened by the idea of caring and should care far more often,NEGATIVE
2502,i am feeling a little dissatisfied with my pictures for the last couple of months,NEGATIVE
2504,i feel humiliated and i don t want to face the world,NEGATIVE
2505,i didnt expect to feel so disheartened about his departure but i really really do,NEGATIVE
2510,i was capable of doing the same as of late ive been feeling pretty bitter and depressed and not a lot of gratitude in general,NEGATIVE
2512,i really feel like i m wading in dangerous waters here but i think dialog is really important too,NEGATIVE
2518,i feel so regretful and bad that i called in,NEGATIVE
2522,i feel listless and deflated,NEGATIVE
2523,i had a secretary called fran who had landed from dublin on a whim and much to her surprise found herself in a permanent job before she had a chance to feel homesick and head back to holyhead,NEGATIVE
2525,i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,NEGATIVE
2526,i have this nagging feeling that i fucked everything up on the first try,NEGATIVE
2529,i can feel she still angry with me,NEGATIVE
2530,i feel cold few days,NEGATIVE
2531,i look around at the people around me and i feel almost slightly envious about how they have a way of motivating themselves sitting down and studying so hard,NEGATIVE
2532,i can t help but feel a little hesitant towards lily,NEGATIVE
2533,ill feel less burdened and confused sighs,NEGATIVE
2534,i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,NEGATIVE
2536,ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,NEGATIVE
2539,i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,NEGATIVE
2540,i am feeling oh so low,NEGATIVE
2542,i did start to feel some benefit it was extremely boring,NEGATIVE
2544,i feel all listless,NEGATIVE
2547,i feel empty when i dont have something to care for,NEGATIVE
2550,i have been feeling pretty crappy,NEGATIVE
2553,ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help,NEGATIVE
2556,im not sure that feeling slightly wronged by the police the sheriff or the tsa is always a bad thing,NEGATIVE
2559,i actually feel like im the completely submissive one,NEGATIVE
2560,i think im going to go play with larry now and feel awkward about my singing instead of all that i admitted up there,NEGATIVE
2561,i apologize to all the ppl i dragged along with me to see it i feel shamed img src rte emoticons smile embaressed,NEGATIVE
2563,i truly am i feel so disillusioned with the world after years of believing in helping others and getting immense joy from doing so,NEGATIVE
2564,im feeling very gloomy,NEGATIVE
2565,im still feeling indecisive im polling yall p,NEGATIVE
2566,i feel horribly insecure about it all,NEGATIVE
2571,i feel nervous just walking outside,NEGATIVE
2572,i felt and continue to feel absolutely horrible for those who flew great distances and spent their money in hotels all for naught,NEGATIVE
2573,i feel resentful that it hurts so much but i m also grateful she said for what i can do including disco swimming and even taking the stairs,NEGATIVE
2574,i figure that if i do enough radio appearances it increases the chance that i ll get good at it someday but in anticipation it feels as though i m doomed to the eternal repetition of the futile,NEGATIVE
2575,i was doing some reading during a rather unpleasant plane ride the other day and didnt feel like reading unpleasant things so i skipped the uruk hai entirely and for the full reading experience should come back to it at some point,NEGATIVE
2576,i was feeling heartbroken this time it had nothing to do with a stupid boy who wasnt worth it,NEGATIVE
2578,i am feeling pretty homesick for maine,NEGATIVE
2579,ill be darned if i will feel shamed for caring about the blogging community,NEGATIVE
2580,i feel ashamed i wasted years of my life partying and wasting time,NEGATIVE
2581,i find it unloving and unkind to our bodies and only makes us feel like we re being punished for something,NEGATIVE
2582,i feel it is unfortunate that the community has had little more than weeks to evaluate this solution prior to the more drastic way stop proposal coming to a vote at public works,NEGATIVE
2585,i went in there feeling a little hostile because it felt like they didnt really care about me,NEGATIVE
2586,i know you feel tortured reading this,NEGATIVE
2587,im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,NEGATIVE
2588,im trying to do better with my spending but i feel so deprived,NEGATIVE
2589,i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,NEGATIVE
2591,im starting to feel a bit jaded,NEGATIVE
2592,i feel moronic for a lot of the things i have said to people in the name of progress and i have no new ism to espouse now,NEGATIVE
2593,i told him i was feeling anxious about turning thirty,NEGATIVE
2594,i want you feel that much pain which i am suffering for last some years,NEGATIVE
2597,i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,NEGATIVE
2598,i feel dirty and cheap just talking about going this far,NEGATIVE
2599,i show my partner how i feel i m afraid s he will not feel the same about me,NEGATIVE
2600,im being particular but id feel uncomfortable even asserting ive ever been in love,NEGATIVE
2601,i dont know why i feel disheartened,NEGATIVE
2603,i feel a lot of bids i put in for work in for will get beaten on price and price alone,NEGATIVE
2605,i wake up already feeling listless and have been leaving work early every day for the past week,NEGATIVE
2606,i feel kind of embarrassed writing this that my ladybits must have gotten frozen or something in the swim as it felt like they were numb and didnt thaw out for a good miles,NEGATIVE
2607,i do find myself feeling distraught about getting older and stressed about the impending responsibilities that are to ensue i am generally content with only a little bit of repressed anger that makes it s appearance only when it s instigated,NEGATIVE
2609,i hadn t seen for two years spending a sun filled day at the aussie open followed by dumplings at chinatown and a lemonade in a leafy beer garden feeling like i had stepped back in time at labour in vain on brunswick street attending a backyard barbecue and visiting edinburgh gardens for aussie day,NEGATIVE
2612,i don t feel greedy of worldly things so it s not a big deal,NEGATIVE
2613,i worried that i would feel too homesick,NEGATIVE
2614,i was feeling grouchy and the old man has mentioned that retail therapy is great,NEGATIVE
2615,i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,NEGATIVE
2616,i feel disheartened because i trust people to try to want to get to know me to not see through me and think i am boring or anything,NEGATIVE
2617,i am feeling spiteful,NEGATIVE
2621,i feel jaded at some point of time,NEGATIVE
2622,i feel inadequate and i shut down and feel cross with the world,NEGATIVE
2626,i feel quite devastated when i have to rush away sometimes,NEGATIVE
2630,i have still been feeling numb i cant feel myself chewing or swallowing food,NEGATIVE
2631,i grieve my losses and then feel ashamed because the little way has the essential component of my life well lived i get to tell someone about jesus love,NEGATIVE
2635,i got really fucked up last night i got really really really fucked up on loads of downers it was such a bad idea such a bad idea i feel like a neurotic mess right now i cant handle it i cant handle it i cant handle it,NEGATIVE
2636,i could almost be tempted to carry on doing photography only together as it worked so well but i feel that my aching back and nervous system will persuade me to remain as a retired wedding photographer,NEGATIVE
2639,i feel embarrassed sometimes even an international students can pass i cant,NEGATIVE
2640,a group of youngsters dressed in fads talked foul language on a bus they also insulted the pedestrians on the road and were impolite to the passengers of the bus,NEGATIVE
2644,i wound up driving to him getting butterflies like a teenager when we kissed then feeling rotten for a week after expecting him to call,NEGATIVE
2645,i feel completely numb emotionless lost,NEGATIVE
2647,i feeling i should do fill in the blank,NEGATIVE
2650,i still feel regretful and wish i could take back every moment from hours ago,NEGATIVE
2651,i know gay analogy but i am feeling weepy,NEGATIVE
2652,im feeling pretty devastated,NEGATIVE
2654,i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,NEGATIVE
2656,im feeling somewhat indecisive about what to do in terms of an alliance,NEGATIVE
2658,i feel a part of the family of the universe rather than fearful of it,NEGATIVE
2659,i just need to rant right now i feel so ignored in life my friends are too busy for me when we hang out we do have fun but only occasionally do we get the chance plus i always seem to be the one organising things or at least partially involved,NEGATIVE
2661,im totally walking on sunshine feeling lighter and less burdened by excess weight but then people snicker or i get on the bus and people would rather stand than sit next to me and im reminded of how much work i still have to do,NEGATIVE
2662,i am rushed about here there and everywhere by my family or friends i am often left feeling very drained and exhausted,NEGATIVE
2663,i feel like i am being deprived of oxygen,NEGATIVE
2665,when my mothers heart nearly stopped,NEGATIVE
2667,i began my focus on scripture a good hours ago and i still feel like a rejected woman who has no control but the feeling of abandonment has begun to subside,NEGATIVE
2671,i feel so numb and so asleep yet every single feeling is so sharp and so full of pain,NEGATIVE
2672,i dont eat a lot of bread as i find carbohydrates leave me feeling groggy and expand my waistline faster than you can say why the heck dont my jeans fit,NEGATIVE
2675,i feel very nervous,NEGATIVE
2677,i am feeling irate,NEGATIVE
2678,i always think of you as such a violent band violently feeling violent lyrics musically violent,NEGATIVE
2680,i have spent more than what i expected when i went to the us last summer so i feel burdened that i have to work to lessen the financial burden of my parents,NEGATIVE
2682,i feel like a low life mooching off everyone,NEGATIVE
2683,i feel like my house is constantly messy and i feel like i am always cleaning up after them,NEGATIVE
2684,i feel an emotional attachment to his work that i simply don t feel with anyone else,NEGATIVE
2685,i feel like ive never felt this lonely or depressed or unhappy with my life but i still smile and maintain and good mood in school,NEGATIVE
2687,im not feeling frantic yet so instead i am going to make this sleep teddy,NEGATIVE
2688,i do feel like the blank slate leads for a ton of possibilities which gets me really excited,NEGATIVE
2689,i social and dreaming about things that make you feel so melancholy,NEGATIVE
2690,i feel just as gloomy about it at the age of as i did when i was,NEGATIVE
2691,i also feel stubborn,NEGATIVE
2696,im sure that oft feel ignored after a summer of planting weeding and harvesting have occupied our hearts hands and minds,NEGATIVE
2697,i feel exhausted but i get my workout in,NEGATIVE
2699,i feel about cops is unfortunate and sad,NEGATIVE
2700,i feeling dangerous at wimbledon width,NEGATIVE
2701,i pulled myself off the blanket and bed was really feeling rather gloomy,NEGATIVE
2702,i feel so vulnerable and yet so protective over her,NEGATIVE
2704,ive been feeling really defeated for some reason,NEGATIVE
2705,i feel my readership has been severely damaged to the point where it will take a very long time to build it back up,NEGATIVE
2707,i am so trying to understand why my feelings should be ignored,NEGATIVE
2709,i have felt that true forgiveness comes when you yourself feel that you are no longer victimized and you heal yourself from within,NEGATIVE
2710,i always had this negative perception when i was asked about getting pregnant and my misscariage i always walked away from those conversations feeling somewhat offended,NEGATIVE
2714,i feel assaulted when i hear the radio ad,NEGATIVE
2716,i never actually felt the sense of suspense springer was obviously trying to build with references to religious programming in that there was nothing there in the book to build suspense with nothing i could see that made me feel uptight worried or anxious about any of the characters,NEGATIVE
2717,i feel like a letdown and i feel like i allow myself to be hurt,NEGATIVE
2718,im home i can feel how the cold has seeped into my arms and legs,NEGATIVE
2722,im feeling awfully irritated and worried and for a few good reasons,NEGATIVE
2723,i feel reluctant to leave,NEGATIVE
2725,i remember feeling deeply disappointed,NEGATIVE
2726,sometime back another girl who was in terms with my exboyfriend came to shout at me at twelve midnight it was because she thought i was still interested in the boy,NEGATIVE
2727,i feel so out of the loop and have missed alot but i am catching up,NEGATIVE
2729,i was reading through my old messages from knight and feeling very sentimental so i texted him back,NEGATIVE
2733,i feel its rude to take someone s photo but rather that i feel awkward asking to take the photo,NEGATIVE
2734,i had expected it to be rather sickly and the coconut gives it a nice tropical feel i was disappointed there were only two,NEGATIVE
2736,i feel like i want to make something but the house is so messy and i am still finishing up christmas gift knitting,NEGATIVE
2737,i feel so dumb talking about this i feel like a whiny emo teenager who has so many problems and who is far too in love with her temporary boyfriend,NEGATIVE
2738,i am feeling cranky today is due to me not getting enough sleep due to the unexpected long outing yesterday night,NEGATIVE
2740,i really love the feeling of being scared,NEGATIVE
2742,i feel disgusted embarrased and sad about how i handled the situation,NEGATIVE
2743,i feel wimpy for complaining about taking credits this semester because i know people who took credits regularly but man this sucks,NEGATIVE
2744,i feel sorry for people who work in capital intensive fields posted on a href http zackmdavis,NEGATIVE
2745,i feel your pulse against my lips as i chase the dragon suck your lips and is your heart and tongue wish begging for my part and fingers translate your sorrow as you reach inside my soul angered in my breath of mercy the story will no unfold,NEGATIVE
2747,i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,NEGATIVE
2750,i get the feeling that the few kids that i hated senior year are gonna be there,NEGATIVE
2755,i was feeling out of sorts anxious not sure what to do with myself,NEGATIVE
2756,i am healing but i am still feeling shaky at times i managed to get myself to finish some work this week,NEGATIVE
2758,i want to share my feelings but don t want to feel humiliated,NEGATIVE
2763,i didnt know when i feel boring but though im happy i made a new blog linked happywarmworld,NEGATIVE
2765,i ended up with a perfect studio and now when i walk into it i feel aggravated yes it is bizarre,NEGATIVE
2766,i suppose that when a magazine is presenting practical tips to their readers its editors feel the need to spice up the article in order to make it seem not so boring,NEGATIVE
2767,i cry about feeling shitty i cry because dad made fun of me for being sick haha i kid you not that has happened many times all in good fun i cry because thats what i do in all adverse situations,NEGATIVE
2768,i feel like ive entered some weird universe and i really am grateful for it,NEGATIVE
2771,i see those forms that i havent do yet i just feel very agitated,NEGATIVE
2772,i did feel bad because its bagel day and i accidentally had a jalapeno bagel,NEGATIVE
2774,i started feeling nervous thinking about how id planned to feed younger teens,NEGATIVE
2775,i begin to feel uncomfortable internally feeling nauseous light headed and experienced shortness of breath,NEGATIVE
2777,i needed a plan on how to get rid of that feeling it was totally taking over everything i am totally distracted at work with everything i m trying to do in any free time i have in the evenings the projects are taking over my life and the fact that i totally feel burnt out by it all,NEGATIVE
2778,i feel resentful about being a giver,NEGATIVE
2780,i was feeling very defeated and like i just couldnt continue so i reluctantly asked for an epidural,NEGATIVE
2781,ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,NEGATIVE
2782,i felt this was my next step and i dont want to be doubtful but i feel dumb keeping a hope for so much money to come through in such a short time,NEGATIVE
2785,i sing the more confident i feel but i still get a little nervous on an opening night,NEGATIVE
2788,i know that s wrong but i feel ugly,NEGATIVE
2791,i found myself feeling jealous though,NEGATIVE
2796,i was left with my integrity and my dignity intact but feeling pissed off,NEGATIVE
2798,i felt doubtful and the image that popped into my mind was of dealing with a big knot in my shoelace and then feeling frustrated,NEGATIVE
2799,im feeling boring,NEGATIVE
2800,ill feel so troubled over the most trivial matters,NEGATIVE
2801,i told you i never wanted you to rot in hell and most of the time i wished i was just less stupid and clumsy so that you will never ever feel unhappy,NEGATIVE
2803,i feel like ive lost everything and everyone,NEGATIVE
2804,i feel i really wronged commodore,NEGATIVE
2805,i do not however feel the loss of officer nicholsons life was any more tragic than the death of the young mother whose murder started this whole scenario in motion,NEGATIVE
2807,i feel like it was a bit rushed,NEGATIVE
2809,i feel guilty not doing everything i use to i feel worried that i am a bad officer,NEGATIVE
